ndc,formulary_status,tier,pa_required,ql_limits,effective_date
7494883898,Prior Auth,2,False,1/day,2024-12-03
8904413378,Prior Auth,2,False,30/30 days,2025-09-01
3286586173,Non-Preferred,1,True,,2024-11-04
8661997481,Preferred,4,False,60/30 days,2025-01-24
5136828758,Preferred,2,True,1/day,2025-06-20
8225522363,Preferred,2,True,60/30 days,2024-11-22
7495724863,Preferred,3,True,90/30 days,2024-09-22
8380967066,Preferred,4,False,90/30 days,2025-05-22
3653298842,Non-Preferred,2,False,30/30 days,2025-06-30
1838410579,Non-Preferred,4,True,90/30 days,2025-05-20
8398766301,Preferred,3,True,,2025-03-28
9692137196,Non-Preferred,1,False,60/30 days,2025-08-23
3720332955,Non-Preferred,2,False,1/day,2025-06-19
7563245808,Non-Preferred,4,False,90/30 days,2024-11-01
8128714944,Preferred,3,True,60/30 days,2024-10-17
9906682642,Preferred,3,False,60/30 days,2025-02-06
7005680047,Preferred,2,True,90/30 days,2025-08-22
5228803725,Non-Preferred,1,True,1/day,2025-01-24
3183234608,Non-Preferred,2,False,60/30 days,2025-07-16
1002213896,Not Covered,1,False,1/day,2025-06-24
4603262287,Prior Auth,2,False,60/30 days,2025-01-09
1751171313,Preferred,1,False,1/day,2025-06-25
8520543646,Preferred,1,True,,2025-01-01
1412959328,Preferred,3,True,60/30 days,2025-05-29
7993541274,Non-Preferred,4,True,30/30 days,2025-07-01
2777899166,Not Covered,2,True,,2025-04-29
2384726249,Prior Auth,3,True,1/day,2025-07-13
7552587340,Non-Preferred,1,True,1/day,2025-03-17
2779671126,Non-Preferred,2,True,60/30 days,2025-02-19
1976943497,Preferred,4,True,1/day,2025-03-18
2812267158,Prior Auth,2,False,60/30 days,2025-03-18
8511183502,Preferred,2,True,90/30 days,2025-05-29
7614408980,Non-Preferred,2,False,60/30 days,2025-05-13
2910352038,Non-Preferred,4,True,90/30 days,2025-02-16
2774653255,Preferred,4,True,60/30 days,2024-11-06
1117539623,Preferred,1,True,90/30 days,2025-07-20
2679808832,Non-Preferred,4,False,30/30 days,2025-09-06
4926255051,Non-Preferred,2,True,,2024-11-25
5676409646,Prior Auth,1,True,,2025-05-18
9753492873,Non-Preferred,3,True,,2025-04-12
3594138885,Preferred,2,True,,2025-08-07
2754826781,Preferred,1,False,,2025-04-17
8450668232,Preferred,1,False,1/day,2025-07-16
2360658867,Non-Preferred,1,True,60/30 days,2024-11-04
2919345816,Non-Preferred,4,False,1/day,2024-09-23
4107582499,Not Covered,2,False,30/30 days,2025-05-17
7502562337,Non-Preferred,2,True,60/30 days,2024-11-12
1757544871,Non-Preferred,2,True,1/day,2025-03-16
1105633480,Preferred,2,False,30/30 days,2025-05-21
3262717209,Non-Preferred,2,True,1/day,2024-10-18
8470443577,Non-Preferred,2,False,1/day,2024-12-09
9109937051,Preferred,2,True,90/30 days,2025-08-05
1074182147,Non-Preferred,1,False,1/day,2024-11-02
1583120751,Preferred,3,False,90/30 days,2024-09-27
2756505153,Prior Auth,2,False,30/30 days,2025-04-05
2235223532,Preferred,2,False,90/30 days,2025-04-03
6360319029,Prior Auth,4,False,1/day,2025-03-15
9563231564,Non-Preferred,2,False,90/30 days,2025-02-28
9503133925,Prior Auth,1,False,1/day,2025-04-26
4926982435,Non-Preferred,3,False,1/day,2024-12-13
3435761533,Preferred,2,False,90/30 days,2025-08-10
9721780145,Non-Preferred,2,True,30/30 days,2025-06-21
9308678525,Not Covered,3,False,1/day,2025-03-03
8616599196,Preferred,1,True,,2025-03-13
5041104051,Non-Preferred,3,False,,2025-09-02
4010494099,Preferred,2,False,1/day,2024-11-30
5285850028,Prior Auth,2,False,,2024-10-20
2455137904,Non-Preferred,3,False,90/30 days,2025-01-14
3202544133,Non-Preferred,3,True,,2025-03-30
2478771260,Non-Preferred,1,True,90/30 days,2025-09-06
8805972163,Non-Preferred,3,True,1/day,2025-07-31
9901947332,Prior Auth,3,True,90/30 days,2024-11-08
4951825175,Not Covered,1,True,30/30 days,2024-09-26
3667634502,Preferred,2,False,,2025-05-23
7553581765,Non-Preferred,1,True,,2025-04-03
8932843683,Non-Preferred,1,True,30/30 days,2025-02-05
7884428591,Prior Auth,3,True,90/30 days,2024-12-08
8689966026,Preferred,1,False,1/day,2025-04-16
4985404509,Prior Auth,4,True,1/day,2025-08-21
3959812092,Not Covered,1,True,90/30 days,2024-12-29
8331326310,Preferred,2,False,,2024-09-28
4800278377,Preferred,1,False,1/day,2025-01-24
8615725850,Non-Preferred,2,False,90/30 days,2024-11-15
5192805893,Preferred,2,False,60/30 days,2025-03-03
7360733059,Preferred,1,False,30/30 days,2025-07-07
1357932008,Prior Auth,3,False,,2025-09-01
5392376819,Non-Preferred,2,False,30/30 days,2024-10-21
1053861788,Preferred,2,False,90/30 days,2025-05-30
9862150983,Preferred,2,True,1/day,2024-10-13
8040635284,Non-Preferred,2,True,1/day,2025-05-30
2265350455,Non-Preferred,2,False,1/day,2025-09-03
4883662456,Non-Preferred,3,False,60/30 days,2024-11-16
6553223750,Preferred,3,True,,2024-12-09
1559925758,Preferred,1,True,60/30 days,2024-12-01
9100124845,Non-Preferred,1,False,90/30 days,2024-10-17
1076247469,Non-Preferred,2,False,,2025-07-10
9738314434,Non-Preferred,4,True,90/30 days,2024-12-30
5513671390,Prior Auth,2,True,60/30 days,2025-01-19
7950805510,Preferred,1,False,60/30 days,2024-09-27
3110172904,Preferred,1,True,30/30 days,2025-01-14
6001231818,Non-Preferred,3,True,90/30 days,2025-08-22
3796292770,Preferred,1,False,1/day,2024-11-26
8954541741,Prior Auth,2,True,30/30 days,2025-05-23
3689312210,Preferred,2,False,,2025-04-14
7924123885,Non-Preferred,1,True,60/30 days,2025-02-13
5079439670,Prior Auth,1,False,1/day,2025-01-01
5070124937,Prior Auth,4,True,1/day,2024-11-06
2313855871,Non-Preferred,2,True,1/day,2025-04-16
1101131385,Not Covered,2,False,90/30 days,2025-01-04
9810359791,Non-Preferred,3,False,60/30 days,2025-04-04
7007934187,Preferred,3,False,90/30 days,2025-04-15
