ndc,therapeutic_class,subclass,mechanism,contraindications
1051860255,Oncology,Oncology Subclass 4,Immunotherapy,Standard oncology contraindications apply
5751798953,Oncology,Oncology Subclass 5,Immunotherapy,Standard oncology contraindications apply
3818364496,Oncology,Oncology Subclass 1,Immunotherapy,Standard oncology contraindications apply
4469274318,Oncology,Oncology Subclass 3,Chemotherapy,Standard oncology contraindications apply
9663944590,Oncology,Oncology Subclass 3,Chemotherapy,Standard oncology contraindications apply
4311217469,Oncology,Oncology Subclass 2,Chemotherapy,Standard oncology contraindications apply
4785226137,Oncology,Oncology Subclass 5,Hormone Therapy,Standard oncology contraindications apply
7229115430,Oncology,Oncology Subclass 2,Targeted Therapy,Standard oncology contraindications apply
8113488332,Oncology,Oncology Subclass 1,Immunotherapy,Standard oncology contraindications apply
6175999569,Oncology,Oncology Subclass 2,Hormone Therapy,Standard oncology contraindications apply
2135048837,Oncology,Oncology Subclass 1,Hormone Therapy,Standard oncology contraindications apply
6238471985,Oncology,Oncology Subclass 2,Chemotherapy,Standard oncology contraindications apply
8122863031,Oncology,Oncology Subclass 5,Targeted Therapy,Standard oncology contraindications apply
7644077323,Oncology,Oncology Subclass 1,Chemotherapy,Standard oncology contraindications apply
3001622981,Oncology,Oncology Subclass 4,Hormone Therapy,Standard oncology contraindications apply
8799080055,Oncology,Oncology Subclass 1,Hormone Therapy,Standard oncology contraindications apply
7525484659,Oncology,Oncology Subclass 4,Chemotherapy,Standard oncology contraindications apply
2890993250,Oncology,Oncology Subclass 4,Chemotherapy,Standard oncology contraindications apply
7039521357,Oncology,Oncology Subclass 2,Targeted Therapy,Standard oncology contraindications apply
8048254612,Oncology,Oncology Subclass 5,Targeted Therapy,Standard oncology contraindications apply
2672618776,Oncology,Oncology Subclass 1,Immunotherapy,Standard oncology contraindications apply
9371344853,Oncology,Oncology Subclass 3,Immunotherapy,Standard oncology contraindications apply
8881919339,Oncology,Oncology Subclass 1,Chemotherapy,Standard oncology contraindications apply
1450196570,Oncology,Oncology Subclass 4,Immunotherapy,Standard oncology contraindications apply
7238831122,Oncology,Oncology Subclass 3,Chemotherapy,Standard oncology contraindications apply
3196935634,Oncology,Oncology Subclass 3,Immunotherapy,Standard oncology contraindications apply
4446670054,Oncology,Oncology Subclass 2,Hormone Therapy,Standard oncology contraindications apply
3702798770,Oncology,Oncology Subclass 5,Immunotherapy,Standard oncology contraindications apply
8219018026,Oncology,Oncology Subclass 2,Hormone Therapy,Standard oncology contraindications apply
1735142181,Oncology,Oncology Subclass 2,Targeted Therapy,Standard oncology contraindications apply
8167187819,Oncology,Oncology Subclass 5,Hormone Therapy,Standard oncology contraindications apply
7083277452,Oncology,Oncology Subclass 5,Hormone Therapy,Standard oncology contraindications apply
5139978962,Oncology,Oncology Subclass 1,Hormone Therapy,Standard oncology contraindications apply
8141829575,Oncology,Oncology Subclass 4,Targeted Therapy,Standard oncology contraindications apply
7572939793,Oncology,Oncology Subclass 2,Immunotherapy,Standard oncology contraindications apply
3482597522,Oncology,Oncology Subclass 1,Immunotherapy,Standard oncology contraindications apply
4653765642,Oncology,Oncology Subclass 3,Targeted Therapy,Standard oncology contraindications apply
3013492626,Oncology,Oncology Subclass 5,Targeted Therapy,Standard oncology contraindications apply
3065898991,Oncology,Oncology Subclass 5,Hormone Therapy,Standard oncology contraindications apply
6250978986,Oncology,Oncology Subclass 4,Targeted Therapy,Standard oncology contraindications apply
7533838617,Oncology,Oncology Subclass 1,Hormone Therapy,Standard oncology contraindications apply
8462179510,Oncology,Oncology Subclass 3,Hormone Therapy,Standard oncology contraindications apply
8209947078,Oncology,Oncology Subclass 3,Immunotherapy,Standard oncology contraindications apply
2466824353,Oncology,Oncology Subclass 3,Targeted Therapy,Standard oncology contraindications apply
5451855511,Oncology,Oncology Subclass 3,Immunotherapy,Standard oncology contraindications apply
4015292674,Oncology,Oncology Subclass 1,Hormone Therapy,Standard oncology contraindications apply
2347467425,Oncology,Oncology Subclass 4,Immunotherapy,Standard oncology contraindications apply
3429044239,Oncology,Oncology Subclass 4,Targeted Therapy,Standard oncology contraindications apply
1041783258,Oncology,Oncology Subclass 3,Immunotherapy,Standard oncology contraindications apply
1303641641,Oncology,Oncology Subclass 3,Immunotherapy,Standard oncology contraindications apply
2990142962,Oncology,Oncology Subclass 5,Chemotherapy,Standard oncology contraindications apply
8400312890,Oncology,Oncology Subclass 3,Targeted Therapy,Standard oncology contraindications apply
2854356236,Oncology,Oncology Subclass 3,Targeted Therapy,Standard oncology contraindications apply
2938776025,Oncology,Oncology Subclass 5,Targeted Therapy,Standard oncology contraindications apply
2597775256,Oncology,Oncology Subclass 1,Chemotherapy,Standard oncology contraindications apply
