ndc,therapeutic_class,subclass,mechanism,contraindications
3088553560,Respiratory,Respiratory Subclass 1,Anticholinergic,Standard respiratory contraindications apply
6551388274,Respiratory,Respiratory Subclass 4,Beta Agonist,Standard respiratory contraindications apply
9478213452,Respiratory,Respiratory Subclass 3,Corticosteroid,Standard respiratory contraindications apply
3347545468,Respiratory,Respiratory Subclass 3,Anticholinergic,Standard respiratory contraindications apply
2493991530,Respiratory,Respiratory Subclass 3,Beta Agonist,Standard respiratory contraindications apply
9574233125,Respiratory,Respiratory Subclass 3,Leukotriene Modifier,Standard respiratory contraindications apply
2160520716,Respiratory,Respiratory Subclass 2,Leukotriene Modifier,Standard respiratory contraindications apply
5312439476,Respiratory,Respiratory Subclass 1,Beta Agonist,Standard respiratory contraindications apply
8852542539,Respiratory,Respiratory Subclass 5,Anticholinergic,Standard respiratory contraindications apply
9450015869,Respiratory,Respiratory Subclass 3,Leukotriene Modifier,Standard respiratory contraindications apply
2271246217,Respiratory,Respiratory Subclass 3,Anticholinergic,Standard respiratory contraindications apply
4502357792,Respiratory,Respiratory Subclass 1,Beta Agonist,Standard respiratory contraindications apply
2232446121,Respiratory,Respiratory Subclass 3,Corticosteroid,Standard respiratory contraindications apply
5525081725,Respiratory,Respiratory Subclass 1,Leukotriene Modifier,Standard respiratory contraindications apply
3117392573,Respiratory,Respiratory Subclass 5,Leukotriene Modifier,Standard respiratory contraindications apply
2933748696,Respiratory,Respiratory Subclass 1,Corticosteroid,Standard respiratory contraindications apply
9277550011,Respiratory,Respiratory Subclass 3,Corticosteroid,Standard respiratory contraindications apply
8276035153,Respiratory,Respiratory Subclass 4,Corticosteroid,Standard respiratory contraindications apply
9539161424,Respiratory,Respiratory Subclass 2,Corticosteroid,Standard respiratory contraindications apply
4020682952,Respiratory,Respiratory Subclass 5,Beta Agonist,Standard respiratory contraindications apply
1849217525,Respiratory,Respiratory Subclass 1,Leukotriene Modifier,Standard respiratory contraindications apply
2800585519,Respiratory,Respiratory Subclass 3,Corticosteroid,Standard respiratory contraindications apply
